"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009408","GO:0009408","response to heat","10/239","106/18986",0.0943396226415094,7.49427646640878,7.57043913422724,9.16468259435635e-07,7.46478179056444e-05,6.96453638240051e-05,"HSPA6/HSPA1A/HSPA1B/BAG3/HMOX1/THBS1/DNAJA1/DNAJB1/HSP90AB1/HSPB1",10
"GO:0051084","GO:0051084","'de novo' post-translational protein folding","7/239","44/18986",0.159090909090909,12.6380753138075,8.72635641157439,1.1823806683899e-06,9.04742319111553e-05,8.44111854162233e-05,"HSPA6/HSPA1A/HSPA1B/DNAJB1/TCP1/BAG1/ST13",7
"GO:0051444","GO:0051444","negative regulation of ubiquitin-protein transferase activity","5/239","16/18986",0.3125,24.8247907949791,10.7644980444635,1.18243550616559e-06,9.04742319111553e-05,8.44111854162233e-05,"RPL11/RPL23/RPL5/RPS7/CDKN2A",5
"GO:0140694","GO:0140694","non-membrane-bounded organelle assembly","19/239","425/18986",0.0447058823529412,3.55140536549348,6.00636341532772,1.99742843688354e-06,0.000146769326110201,0.000136933716241638,"HSPA1A/HSPA1B/JMJD6/RPS27/RPS28/RPL38/RPL11/RPS19/RPS14/RPS3/RPS15/RPS5/RPL5/RPL24/RPSA2/RPSA/FAU/TNNT1/AUP1",19
"GO:1903050","GO:1903050","regulation of proteolysis involved in protein catabolic process","14/239","238/18986",0.0588235294117647,4.67290179670194,6.43811432303826,2.05762141727417e-06,0.000146769326110201,0.000136933716241638,"ZFAND2A/HSPA1A/HSPA1B/HSP90AB1/CLU/UBB/RPL11/RPL23/RPL5/EIF3H/RACK1/RPS7/CDKN2A/ELOB",14
"GO:0031396","GO:0031396","regulation of protein ubiquitination","13/239","205/18986",0.0634146341463415,5.0376160832738,6.56267590571941,2.09255276830385e-06,0.000146769326110201,0.000136933716241638,"HSPA1A/HSPA1B/DNAJA1/HSP90AB1/UBB/RPL11/RPS3/ARRDC3/RPS2/RPL23/RPL5/RPS7/CDKN2A",13
"GO:0034605","GO:0034605","cellular response to heat","8/239","69/18986",0.115942028985507,9.21035716451398,7.71434087216509,2.42018573724412e-06,0.000165161323960579,0.000154093191463794,"HSPA6/HSPA1A/HSPA1B/BAG3/HMOX1/THBS1/DNAJB1/HSP90AB1",8
"GO:0051085","GO:0051085","chaperone cofactor-dependent protein refolding","6/239","32/18986",0.1875,14.8948744769874,8.8821384891044,2.5745804334434e-06,0.000171074094590647,0.000159609723269981,"HSPA6/HSPA1A/HSPA1B/DNAJB1/BAG1/ST13",6
"GO:2001234","GO:2001234","negative regulation of apoptotic signaling pathway","14/239","244/18986",0.0573770491803279,4.55799437547157,6.31583193879414,2.75453723747928e-06,0.0001783386288368,0.000166387431510894,"COL2A1/HSPA1A/HSPA1B/HMOX1/THBS1/DNAJA1/SNAI1/CLU/TPT1/HSPB1/PLAUR/RACK1/QARS1/VDAC2",14
"GO:1903321","GO:1903321","negative regulation of protein modification by small protein conjugation or removal","9/239","94/18986",0.0957446808510638,7.60589334995104,7.24928005403357,2.86692622111069e-06,0.000180974717707612,0.000168846865338045,"HSPA1A/HSPA1B/DNAJA1/RPL11/RPS3/RPL23/RPL5/RPS7/CDKN2A",9
"GO:1903320","GO:1903320","regulation of protein modification by small protein conjugation or removal","14/239","248/18986",0.0564516129032258,4.48447833715751,6.23649176910327,3.32916819114289e-06,0.000205028041039897,0.000191288277580944,"HSPA1A/HSPA1B/DNAJA1/HSP90AB1/ZC3H12A/UBB/RPL11/RPS3/ARRDC3/RPS2/RPL23/RPL5/RPS7/CDKN2A",14
"GO:0072331","GO:0072331","signal transduction by p53 class mediator","12/239","183/18986",0.0655737704918033,5.20913642911036,6.46016091592297,3.67477495000056e-06,0.000220923970208367,0.000206118955842136,"SNAI1/SGK1/UBB/RPL11/RPS15/RPL37/RPL23/RPL5/RPS20/RPS7/CDKN2A/HINT1",12
"GO:2001233","GO:2001233","regulation of apoptotic signaling pathway","18/239","403/18986",0.0446650124069479,3.5481586843444,5.83793749681266,3.79188628861786e-06,0.000222663090203723,0.000207741530328685,"COL2A1/HSPA1A/HSPA1B/HMOX1/THBS1/DNAJA1/SNAI1/DEDD2/CLU/TPT1/UBB/HSPB1/RPS3/PLAUR/RACK1/RPS7/QARS1/VDAC2",18
"GO:2001242","GO:2001242","regulation of intrinsic apoptotic signaling pathway","12/239","189/18986",0.0634920634920635,5.04376701866242,6.30828227993408,5.1256583844804e-06,0.000293587684116458,0.000273913178552427,"HSPA1A/DNAJA1/SNAI1/CLU/TPT1/UBB/HSPB1/RPS3/PLAUR/RACK1/RPS7/VDAC2",12
"GO:1904666","GO:1904666","regulation of ubiquitin protein ligase activity","5/239","21/18986",0.238095238095238,18.9141263199841,9.27400269248772,5.23225575653094e-06,0.000293587684116458,0.000273913178552427,"RPL11/RPL23/RPL5/RPS7/CDKN2A",5
"GO:2000059","GO:2000059","negative regulation of ubiquitin-dependent protein catabolic process","7/239","56/18986",0.125,9.92991631799163,7.5562176203589,6.2940918156931e-06,0.000345490909448371,0.000322338157517646,"HSP90AB1/RPL11/RPL23/RPL5/EIF3H/RPS7/CDKN2A",7
"GO:2001243","GO:2001243","negative regulation of intrinsic apoptotic signaling pathway","9/239","112/18986",0.0803571428571429,6.38351763299462,6.45180952518882,1.21729405081089e-05,0.000653971803893085,0.000610146491761428,"HSPA1A/DNAJA1/SNAI1/CLU/TPT1/HSPB1/PLAUR/RACK1/VDAC2",9
"GO:0097193","GO:0097193","intrinsic apoptotic signaling pathway","15/239","327/18986",0.0458715596330275,3.64400598825381,5.44540881341419,1.81666563962001e-05,0.000955641820841777,0.000891600373129295,"PPP1R15A/HSPA1A/DNAJA1/SNAI1/ZNF622/CLU/TPT1/UBB/HSPB1/RPS3/PLAUR/RACK1/RPS7/HINT1/VDAC2",15
"GO:0070841","GO:0070841","inclusion body assembly","5/239","27/18986",0.185185185185185,14.7109871377654,8.04972888820355,1.95164626826767e-05,0.000989969421673072,0.000923627541721453,"HSPA1A/HSPA1B/BAG3/DNAJB1/CLU",5
"GO:0006119","GO:0006119","oxidative phosphorylation","10/239","149/18986",0.0671140939597315,5.3314986942237,5.99326960412461,1.96033548846153e-05,0.000989969421673072,0.000923627541721453,"ATP5F1E/COX7C/UQCRH/ND2/ND3/UQCRB/ATP5MG/COX6C/COX5B/COX4I1",10
"GO:0019646","GO:0019646","aerobic electron transport chain","8/239","93/18986",0.0860215053763441,6.83349079947811,6.36733780122211,2.27471543599534e-05,0.00112620715213495,0.00105073542740094,"COX7C/UQCRH/ND2/ND3/UQCRB/COX6C/COX5B/COX4I1",8
"GO:0002227","GO:0002227","innate immune response in mucosa","5/239","28/18986",0.178571428571429,14.185594739988,7.88353211737964,2.35164731886679e-05,0.00114190566925743,0.00106538192300079,"H2BC6/H2BC11/RPL39/FAU/H2BC12",5
"GO:0061684","GO:0061684","chaperone-mediated autophagy","4/239","15/18986",0.266666666666667,21.1838214783821,8.82962532764224,2.99716618937875e-05,0.0014278952128644,0.00133220614336239,"BAG3/CLU/EEF1A1/EEF1A2",4
"GO:0006414","GO:0006414","translational elongation","7/239","72/18986",0.0972222222222222,7.72326824732682,6.45347090809231,3.37042602508256e-05,0.0015759862432099,0.00147037299105941,"EEF1B2/RPLP2/RPLP1/RACK1/EEF1A1/EEF2/EEF1A2",7
"GO:1903051","GO:1903051","negative regulation of proteolysis involved in protein catabolic process","7/239","74/18986",0.0945945945945946,7.51453126766934,6.33969937956317,4.03055029352013e-05,0.001834393382534,0.00171146321630478,"HSP90AB1/RPL11/RPL23/RPL5/EIF3H/RPS7/CDKN2A",7
"GO:0042773","GO:0042773","ATP synthesis coupled electron transport","8/239","101/18986",0.0792079207920792,6.29222420149965,6.02114087401589,4.14100684374013e-05,0.001834393382534,0.00171146321630478,"COX7C/UQCRH/ND2/ND3/UQCRB/COX6C/COX5B/COX4I1",8
"GO:0042775","GO:0042775","mitochondrial ATP synthesis coupled electron transport","8/239","101/18986",0.0792079207920792,6.29222420149965,6.02114087401589,4.14100684374013e-05,0.001834393382534,0.00171146321630478,"COX7C/UQCRH/ND2/ND3/UQCRB/COX6C/COX5B/COX4I1",8
"GO:0032434","GO:0032434","regulation of proteasomal ubiquitin-dependent protein catabolic process","9/239","131/18986",0.0687022900763359,5.45766393049922,5.78053538851426,4.25987474445833e-05,0.00185451443616505,0.00173023587624279,"ZFAND2A/HSPA1A/HSPA1B/HSP90AB1/CLU/RPL11/EIF3H/RACK1/ELOB",9
"GO:0061844","GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","9/239","136/18986",0.0661764705882353,5.25701452128969,5.62545001426204,5.7121853999333e-05,0.00244462171776806,0.00228079766727042,"H2BC6/LEAP2/H2BC11/RPL39/RPL30/RPS19/FAU/H2BC12/GAPDH",9
"GO:0030490","GO:0030490","maturation of SSU-rRNA","6/239","54/18986",0.111111111111111,8.82659228265923,6.50293935466787,5.82343796510254e-05,0.00245069681031399,0.00228646564314026,"RPS21/RPS28/RPS19/RPS14/RPS8/RPS16",6
"GO:0090083","GO:0090083","regulation of inclusion body assembly","4/239","18/18986",0.222222222222222,17.6531845653185,7.98107034886321,6.52214646985243e-05,0.00269974095678318,0.0025188203277877,"HSPA1A/HSPA1B/DNAJB1/CLU",4
"GO:0006417","GO:0006417","regulation of translation","17/239","461/18986",0.0368763557483731,2.92943301355068,4.73521192995334,8.03001867949262e-05,0.00324528251765607,0.00302780292840616,"PPP1R15A/THBS1/RPL38/HSPB1/RPS14/RPS3/RPS9/RPS4X/RPL10/RPL5/RPL13A/EIF3H/RACK1/EEF2/GAPDH/EIF3K/EIF3E",17
"GO:0009266","GO:0009266","response to temperature stimulus","10/239","176/18986",0.0568181818181818,4.51359832635983,5.28752470093196,8.09714053910227e-05,0.00324528251765607,0.00302780292840616,"HSPA6/HSPA1A/HSPA1B/BAG3/HMOX1/THBS1/DNAJA1/DNAJB1/HSP90AB1/HSPB1",10
"GO:0031400","GO:0031400","negative regulation of protein modification process","14/239","342/18986",0.0409356725146199,3.25190241992708,4.74494775620762,0.00011716835709419,0.0046226578384817,0.00431287472330257,"HSPA1A/HSPA1B/DNAJA1/ZC3H12A/RPL11/HSPB1/RPS3/RPL23/RPL5/RACK1/RPS7/CDKN2A/CRTAP/QARS1",14
"GO:0002385","GO:0002385","mucosal immune response","5/239","40/18986",0.125,9.92991631799163,6.38347232452326,0.000139227046850624,0.00540843528150502,0.00504599402188983,"H2BC6/H2BC11/RPL39/FAU/H2BC12",5
"GO:0022904","GO:0022904","respiratory electron transport chain","8/239","125/18986",0.064,5.08411715481172,5.17260365105863,0.000186156271245567,0.00712188764992511,0.0066446209736456,"COX7C/UQCRH/ND2/ND3/UQCRB/COX6C/COX5B/COX4I1",8
"GO:0006123","GO:0006123","mitochondrial electron transport, cytochrome c to oxygen","4/239","24/18986",0.166666666666667,13.2398884239888,6.7745331171309,0.000213435278473266,0.00804364295738799,0.00750460570656981,"COX7C/COX6C/COX5B/COX4I1",4
"GO:0002251","GO:0002251","organ or tissue specific immune response","5/239","44/18986",0.113636363636364,9.02719665271966,6.01888001999118,0.000220576905876777,0.00811760210522246,0.00757360855090687,"H2BC6/H2BC11/RPL39/FAU/H2BC12",5
"GO:0061136","GO:0061136","regulation of proteasomal protein catabolic process","10/239","199/18986",0.050251256281407,3.99192615798659,4.79056848121526,0.000221827542677366,0.00811760210522246,0.00757360855090687,"ZFAND2A/HSPA1A/HSPA1B/HSP90AB1/CLU/UBB/RPL11/EIF3H/RACK1/ELOB",10
"GO:0009060","GO:0009060","aerobic respiration","10/239","200/18986",0.05,3.97196652719665,4.77067810450086,0.000230970783802824,0.00833144613003045,0.00777312201730407,"ATP5F1E/COX7C/UQCRH/ND2/ND3/UQCRB/ATP5MG/COX6C/COX5B/COX4I1",10
"GO:1990000","GO:1990000","amyloid fibril formation","5/239","45/18986",0.111111111111111,8.82659228265923,5.93493376768487,0.000245625999740255,0.00873529083583303,0.00814990344579232,"CLU/CDKN2A/PFDN2/EMD/FKBP1A",5
"GO:0000470","GO:0000470","maturation of LSU-rRNA","4/239","26/18986",0.153846153846154,12.2214354682974,6.46478796534192,0.000294415214646588,0.0103249780136477,0.00963305921606818,"RPL35/RPL7/RPL7A/NSA2",4
"GO:0022900","GO:0022900","electron transport chain","8/239","135/18986",0.0592592592592593,4.70751588408492,4.88113781069929,0.000314874058309696,0.0108911917429039,0.0101613286589344,"COX7C/UQCRH/ND2/ND3/UQCRB/COX6C/COX5B/COX4I1",8
"GO:0045333","GO:0045333","cellular respiration","11/239","249/18986",0.0441767068273092,3.50936801599704,4.50041294183342,0.000331072337197191,0.0112967250192285,0.0105396854999618,"NR4A3/ATP5F1E/COX7C/UQCRH/ND2/ND3/UQCRB/ATP5MG/COX6C/COX5B/COX4I1",11
"GO:0090084","GO:0090084","negative regulation of inclusion body assembly","3/239","12/18986",0.25,19.8598326359833,7.37882772440533,0.000398460227355147,0.0134148276542899,0.0125158454571343,"HSPA1A/HSPA1B/DNAJB1",3
"GO:0045861","GO:0045861","negative regulation of proteolysis","12/239","303/18986",0.0396039603960396,3.14611210074982,4.25195610240111,0.00048181882028402,0.0160077963318046,0.0149350487506321,"SERPINC1/THBS1/HSP90AB1/RPL11/SERPINH1/RPL23/RPL5/EIF3H/PLAUR/RPS7/CDKN2A/GAPDH",12
"GO:0032436","GO:0032436","positive regulation of proteasomal ubiquitin-dependent protein catabolic process","6/239","80/18986",0.075,5.95794979079498,5.01748002944008,0.000516284960489557,0.0169301237043653,0.0157955672122437,"ZFAND2A/HSPA1A/HSPA1B/CLU/RACK1/ELOB",6
"GO:0045581","GO:0045581","negative regulation of T cell differentiation","5/239","53/18986",0.0943396226415094,7.49427646640878,5.34561099802494,0.000531695216699911,0.017211928489324,0.0160584871116653,"LAG3/ZC3H12A/MDK/CDKN2A/LGALS1",5
"GO:0019730","GO:0019730","antimicrobial humoral response","9/239","185/18986",0.0486486486486487,3.86461608051566,4.42079296555308,0.000576187269609254,0.0184161120982705,0.017181973476156,"H2BC6/LEAP2/H2BC11/RPL39/RPL30/RPS19/FAU/H2BC12/GAPDH",9
"GO:0034101","GO:0034101","erythrocyte homeostasis","8/239","150/18986",0.0533333333333333,4.23676429567643,4.49366533181727,0.000636368210297358,0.0200853716375104,0.0187393691400722,"HSPA1A/HSPA1B/HMOX1/JMJD6/RPS19/RPS14/RPS24/RPS6",8
"GO:0046034","GO:0046034","ATP metabolic process","10/239","228/18986",0.043859649122807,3.48418116420759,4.26084547034073,0.00064947711440759,0.0202460458503601,0.0188892759200024,"HSPA1A/HSPA1B/ATP5F1E/ND2/ND3/ATP5MK/ATP5MG/GAPDH/ENO2/OLA1",10
"GO:0006446","GO:0006446","regulation of translational initiation","6/239","86/18986",0.0697674418604651,5.54227887515812,4.76683895142265,0.000758813074355824,0.0233658903993714,0.0218000469885537,"PPP1R15A/HSPB1/RPL13A/EIF3H/EIF3K/EIF3E",6
"GO:0000462","GO:0000462","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","4/239","35/18986",0.114285714285714,9.07878063359235,5.40134768334286,0.000943639016957462,0.0287070905761156,0.026783311603688,"RPS21/RPS19/RPS8/RPS16",4
"GO:0045620","GO:0045620","negative regulation of lymphocyte differentiation","5/239","62/18986",0.0806451612903226,6.40639762451073,4.81432849632375,0.00109397047409939,0.0328842315131066,0.030680525326246,"LAG3/ZC3H12A/MDK/CDKN2A/LGALS1",5
"GO:0000027","GO:0000027","ribosomal large subunit assembly","3/239","17/18986",0.176470588235294,14.0187053901058,6.06329087339013,0.00117560760473566,0.0345163860692737,0.032203302563016,"RPL11/RPL5/RPL24",3
"GO:0071243","GO:0071243","cellular response to arsenic-containing substance","3/239","17/18986",0.176470588235294,14.0187053901058,6.06329087339013,0.00117560760473566,0.0345163860692737,0.032203302563016,"ZFAND2A/HMOX1/ZC3H12A",3
